Timestamp,Document Number,Vendor Name,Bill Reference,Status,Message,Row Number
2025-05-06 21:12:36,BCADV6803001,ค่าใช้จ่ายค้างจ่าย,PTPT00045199,Success,Successfully processed and updated credit account,37
2025-05-06 21:12:39,BCADV6803001,ค่าใช้จ่ายค้างจ่าย,PTPT00045198,Success,Successfully processed and updated credit account,38
2025-05-06 21:12:42,BCADV6803004,ค่าใช้จ่ายค้างจ่าย,PTPT00045262,Success,Successfully processed and updated credit account,53
2025-05-06 21:12:44,BCADV6803005,ค่าใช้จ่ายค้างจ่าย,PTPT00045434,Success,Successfully processed and updated credit account,49
2025-05-06 21:12:46,BCADV6803009,ค่าใช้จ่ายค้างจ่าย,PTPT00045443,Success,Successfully processed and updated credit account,677
2025-05-06 21:12:48,BOEP6708018,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00042442,Success,Successfully processed and updated credit account,581
2025-05-06 21:12:51,BOEP6708022,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00043081,Success,Successfully processed and updated credit account,576
2025-05-06 21:12:53,BOEP6709022,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00043079,Success,Successfully processed and updated credit account,579
2025-05-06 21:12:55,BOEP6710013,ค่าใช้จ่ายค้างจ่าย,PRPR00043584,Success,Successfully processed and updated credit account,59
2025-05-06 21:12:57,BOEP6710014,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00043588,Success,Successfully processed and updated credit account,580
2025-05-06 21:13:00,BOEP6710019,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),PRPR00045485,Success,Successfully processed and updated credit account,144
2025-05-06 21:13:02,BOEP6711019,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00044252,Success,Successfully processed and updated credit account,578
2025-05-06 21:13:04,BOEP6711021,ค่าใช้จ่ายค้างจ่าย,PRPR00044371,Success,Successfully processed and updated credit account,85
2025-05-06 21:13:06,BOEP6711025,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),PRPR00045489,Success,Successfully processed and updated credit account,145
2025-05-06 21:13:09,BOEP6712021,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00045181,Success,Successfully processed and updated credit account,577
2025-05-06 21:13:11,BOEP6712022,ค่าใช้จ่ายค้างจ่าย,PRPR00045233,Success,Successfully processed and updated credit account,60
2025-05-06 21:13:13,BOEP6712024,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00045306,Success,Successfully processed and updated credit account,583
2025-05-06 21:13:15,BOEP6712025,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),PRPR00045494,Success,Successfully processed and updated credit account,146
2025-05-06 21:13:18,BOEP6801005,ค่าใช้จ่ายค้างจ่าย,PRPR00045405,Success,Successfully processed and updated credit account,61
2025-05-06 21:13:20,BOEP6801009,ค่าใช้จ่ายค้างจ่าย,PRPR00045395,Success,Successfully processed and updated credit account,86
2025-05-06 21:13:22,BOEP6801010,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),PRPR00045498,Success,Successfully processed and updated credit account,142
2025-05-06 21:13:24,BOEP6801016,บริษัท รักษาความปลอดภัย ซีเคอาร์ การ์ด จำกัด(สำนักงานใหญ่),PRPR00046266,Success,Successfully processed and updated credit account,465
2025-05-06 21:13:27,BOEP6801017,ค่าใช้จ่ายค้างจ่าย,PRPR00046281,Success,Successfully processed and updated credit account,62
2025-05-06 21:13:29,BOEP6801018,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00046368,Success,Successfully processed and updated credit account,582
2025-05-06 21:13:32,BOEP6802002,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),PRPR00045499,Success,Successfully processed and updated credit account,143
2025-05-06 21:13:34,BOEP6802004,ค่าใช้จ่ายค้างจ่าย,PRPR00045927,Success,Successfully processed and updated credit account,58
2025-05-06 21:13:36,BOEP6802005,บริษัท แคนนอน มาร์เก็ตติ้ง (ไทยแลนด์) จำกัด,PRPR00046154,Success,Successfully processed and updated credit account,131
2025-05-06 21:13:38,BOEP6802006,บริษัท รักษาความปลอดภัย ซีเคอาร์ การ์ด จำกัด(สำนักงานใหญ่),PRPR00046162,Success,Successfully processed and updated credit account,464
2025-05-06 21:13:41,BOEP6802007,ค่าใช้จ่ายค้างจ่าย,PRPR00046282,Success,Successfully processed and updated credit account,63
2025-05-06 21:13:43,BOEP6802008,ค่าใช้จ่ายค้างจ่าย,PRPR00046316,Success,Successfully processed and updated credit account,603
2025-05-06 21:13:45,BOEP6802009,ค่าใช้จ่ายค้างจ่าย,PRPR00046340,Success,Successfully processed and updated credit account,87
2025-05-06 21:13:48,BOEP6802010,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00046369,Success,Successfully processed and updated credit account,584
2025-05-06 21:13:50,BOEP6802011,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00046370,Success,Successfully processed and updated credit account,585
2025-05-06 21:13:52,BOEP6802012,บริษัท อารมย์ ทัวร์ จำกัด,PRPR00046374,Success,Successfully processed and updated credit account,506
2025-05-06 21:13:55,BOEP6802013,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),PRPR00046750,Success,Successfully processed and updated credit account,702
2025-05-06 21:13:57,BPT6800008,ค่าใช้จ่ายค้างจ่าย,PTPT00045247,Success,Successfully processed and updated credit account,66
2025-05-06 21:13:59,CADV6803001,ค่าใช้จ่ายค้างจ่าย,PTPT00045206,Success,Successfully processed and updated credit account,21
2025-05-06 21:14:01,CADV6803003,ค่าใช้จ่ายค้างจ่าย,PTPT00045209,Success,Successfully processed and updated credit account,22
2025-05-06 21:14:03,CADV6803003,ค่าใช้จ่ายค้างจ่าย,PTPT00045210,Success,Successfully processed and updated credit account,23
2025-05-06 21:14:05,CADV6803004,ค่าใช้จ่ายค้างจ่าย,PTPT00045212,Success,Successfully processed and updated credit account,19
2025-05-06 21:14:07,CADV6803005,ค่าใช้จ่ายค้างจ่าย,PTPT00045214,Success,Successfully processed and updated credit account,20
2025-05-06 21:14:10,CADV6803006,ค่าใช้จ่ายค้างจ่าย,PTPT00045216,Success,Successfully processed and updated credit account,39
2025-05-06 21:14:12,CADV6803007,ค่าใช้จ่ายค้างจ่าย,PTPT00045249,Success,Successfully processed and updated credit account,24
2025-05-06 21:14:14,CADV6803007,ค่าใช้จ่ายค้างจ่าย,PTPT00045250,Success,Successfully processed and updated credit account,25
2025-05-06 21:14:16,CADV6803007,ค่าใช้จ่ายค้างจ่าย,PTPT00045252,Success,Successfully processed and updated credit account,26
2025-05-06 21:14:18,CADV6803007,ค่าใช้จ่ายค้างจ่าย,PTPT00045253,Success,Successfully processed and updated credit account,27
2025-05-06 21:14:20,CADV6803007,ค่าใช้จ่ายค้างจ่าย,PTPT00045251,Success,Successfully processed and updated credit account,28
2025-05-06 21:14:22,CADV6803011,ค่าใช้จ่ายค้างจ่าย,PTPT00045222,Success,Successfully processed and updated credit account,605
2025-05-06 21:14:25,CADV6803012,ค่าใช้จ่ายค้างจ่าย,PTPT00045224,Success,Successfully processed and updated credit account,55
2025-05-06 21:14:27,CADV6803013,ค่าใช้จ่ายค้างจ่าย,PTPT00045226,Success,Successfully processed and updated credit account,47
2025-05-06 21:14:29,CADV6803013,ค่าใช้จ่ายค้างจ่าย,PTPT00045227,Success,Successfully processed and updated credit account,48
2025-05-06 21:14:31,CADV6803014,ค่าใช้จ่ายค้างจ่าย,PTPT00045229,Success,Successfully processed and updated credit account,46
2025-05-06 21:14:34,CADV6803015,ค่าใช้จ่ายค้างจ่าย,PTPT00045231,Success,Successfully processed and updated credit account,50
2025-05-06 21:14:36,CADV6803016,ค่าใช้จ่ายค้างจ่าย,PTPT00045233,Success,Successfully processed and updated credit account,56
2025-05-06 21:14:38,CADV6803021,ค่าใช้จ่ายค้างจ่าย,PTPT00045305,Success,Successfully processed and updated credit account,51
2025-05-06 21:14:41,CADV6803022,ค่าใช้จ่ายค้างจ่าย,PTPT00045307,Success,Successfully processed and updated credit account,52
2025-05-06 21:14:43,CADV6803026,ค่าใช้จ่ายค้างจ่าย,PTPT00045316,Success,Successfully processed and updated credit account,54
2025-05-06 21:14:45,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045425,Success,Successfully processed and updated credit account,29
2025-05-06 21:14:47,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045426,Success,Successfully processed and updated credit account,30
2025-05-06 21:14:49,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045427,Success,Successfully processed and updated credit account,31
2025-05-06 21:14:51,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045428,Success,Successfully processed and updated credit account,32
2025-05-06 21:14:53,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045429,Success,Successfully processed and updated credit account,33
2025-05-06 21:14:55,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045430,Success,Successfully processed and updated credit account,34
2025-05-06 21:14:57,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045431,Success,Successfully processed and updated credit account,35
2025-05-06 21:14:59,CADV6803035,ค่าใช้จ่ายค้างจ่าย,PTPT00045432,Success,Successfully processed and updated credit account,36
