Timestamp,Document Number,Vendor Name,Bill Reference,Status,Message,Row Number
2025-05-07 14:33:47,BCADV6804002,ค่าใช้จ่ายค้างจ่าย,PTPT00045509,Success,Successfully processed and updated credit account,2
2025-05-07 14:33:48,BCADV6804002,ค่าใช้จ่ายค้างจ่าย,PTPT00045510,Success,Successfully processed and updated credit account,3
2025-05-07 14:33:50,CADV6804004,ค่าใช้จ่ายค้างจ่าย,PTPT00045569,Success,Successfully processed and updated credit account,4
2025-05-07 14:33:51,CADV6804004,ค่าใช้จ่ายค้างจ่าย,PTPT00045570,Success,Successfully processed and updated credit account,5
2025-05-07 14:33:52,CADV6804026,ค่าใช้จ่ายค้างจ่าย,PTPT00045665,Success,Successfully processed and updated credit account,13
2025-05-07 14:33:53,CR25010012,บริษัท บุญถาวร รีเทล คอร์ปอเรชั่น จำกัด (มหาชน) สาขาพุทธมณฑล  สาขาที่ 00001,PRPR00047154,Success,Successfully processed and updated credit account,6
2025-05-07 14:33:55,CR25010013,บริษัท บุญถาวร รีเทล คอร์ปอเรชั่น จำกัด (มหาชน) สาขารัชดา   สาขาที่ 00018,PRPR00047155,Success,Successfully processed and updated credit account,7
2025-05-07 14:33:56,CR25010014,บริษัท บุญถาวร รีเทล คอร์ปอเรชั่น จำกัด (มหาชน) สาขาบางนา  สาขาที่ 00002,PRPR00047156,Success,Successfully processed and updated credit account,8
2025-05-07 14:33:58,CR25010015,บริษัท บุญถาวร รีเทล คอร์ปอเรชั่น จำกัด (มหาชน) สาขาเกษตร  นวมินทร์  สาขาที่ 00008,PRPR00047157,Success,Successfully processed and updated credit account,9
2025-05-07 14:33:59,CR25010016,บริษัท บุญถาวร รีเทล คอร์ปอเรชั่น จำกัด (มหาชน) สาขาศูนย์กระจายสินค้ารังสิต สาขาที่ 00006,PRPR00047158,Success,Successfully processed and updated credit account,10
2025-05-07 14:34:01,CR25010017,บริษัท บุญถาวร รีเทล คอร์ปอเรชั่น จำกัด (มหาชน) สาขาราชพฤกษ์  สาขาที่ 00014,PRPR00047159,Success,Successfully processed and updated credit account,11
2025-05-07 14:34:02,OEP6801070,ริษัท บุญถาวร อินเตอร์เนชั่นแนล จำกัด (สำนักงานใหญ่),PRPR00047178,Success,Successfully processed and updated credit account,12
2025-05-07 14:34:04,OEP6802081,ริษัท บุญถาวร อินเตอร์เนชั่นแนล จำกัด (สำนักงานใหญ่),PRPR00047177,Success,Successfully processed and updated credit account,14
