Timestamp,Document Number,Vendor Name,Bill Reference,Status,Message,Row Number
2025-05-14 21:46:34,BMG-680201,บริษัท เจอร์เมเนียม จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,21
2025-05-14 21:46:37,MG-6404001,บริษัทเอ อาร์ อี สเปซ จำกัด  (สำนักงานใหญ่),,Success,Successfully processed and updated credit account,2
2025-05-14 21:46:39,MG-6410005,บริษัทตา โปรดักชั่น จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,3
2025-05-14 21:46:41,MG-6504005,บริษัท อิเมจิ้น ครีเอชั่น จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,4
2025-05-14 21:46:44,MG-6505002,บริษัท เมซอง การ์เด้น จำกัด  สำนักงานใหญ่,,Success,Successfully processed and updated credit account,5
2025-05-14 21:46:46,MG-6506001,บริษัท วนาวรรณวิลล่า จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,6
2025-05-14 21:46:48,MG-6611016,บริษัท ทรานส์คอน 2017 จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,7
2025-05-14 21:46:51,MG-6612012,คุณภัทร คชภักดี,,Success,Successfully processed and updated credit account,8
2025-05-14 21:46:53,MG-6705009,บริษัท ซี.ซี.ดับบลิว จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,18
2025-05-14 21:46:56,MG-6708004,บริษัท อิเมจิ้น ครีเอชั่น จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,9
2025-05-14 21:46:58,MG-6711001,บริษัท เพอร์เฟ็ค อีควิปเม้นท์ จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,10
2025-05-14 21:47:01,MG-6711006,บริษัท กราวิตี้อาร์คิเทค จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,11
2025-05-14 21:47:03,MG-6711014,บริษัท บ้านศิวา จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,12
2025-05-14 21:47:06,MG-6711017,บริษัท วีว่า เวลเนส จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,13
2025-05-14 21:47:08,MG-6711018,บริษัท กู๊ดสเปซ 2019 จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,14
2025-05-14 21:47:10,MG-6711019,คุณลักษณ์คณา แพ่งนคร,,Success,Successfully processed and updated credit account,15
2025-05-14 21:47:13,MG-6712003,บริษัท ชาน เอสเตท วัน จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,16
2025-05-14 21:47:15,MG-6712004,บริษัท ชาน เอสเตท วัน จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,17
2025-05-14 21:47:18,MG-6801005,บริษัท ภัทรกิจ 1995 จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,26
2025-05-14 21:47:21,MG-6801006,คุณศุภชัย งามคุณนาม,,Success,Successfully processed and updated credit account,19
2025-05-14 21:47:23,MG-6801007,บริษัท กราวิตี้อาร์คิเทค จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,20
2025-05-14 21:47:26,MG-6801010,บริษัท ทีซีเอ็ม คอนสตรัคชั่น จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,22
2025-05-14 21:47:29,MG-6801011,บริษัท 1299 ก่อสร้าง จำกัด  สำนักงานใหญ่,,Success,Successfully processed and updated credit account,24
2025-05-14 21:47:31,MG-6802004,บริษัท ดิ ไอโคนิค สุขุมวิท จำกัด สำนักงานใหญ่,,Success,Successfully processed and updated credit account,25
2025-05-14 21:47:34,MG-6802005,บริษัท วีโฮม ดีสทริบิวชั่น เซ็นเตอร์ จำกัด (สำนักงานใหญ่),,Success,Successfully processed and updated credit account,23
