Timestamp,Document Number,Vendor Name,Bill Reference,Status,Message,Row Number
2025-05-06 13:57:22,BGD-000784,บริษัท คาซ่า อินโนเทค จำกัด (สำนักงานใหญ่),,Success,Successfully imported,2
2025-05-06 13:57:23,BGD-000898,บริษัท คาซ่า อินโนเทค จำกัด (สำนักงานใหญ่),,Success,Successfully imported,3
2025-05-06 13:57:24,BGD-6709001,บริษัท คาซ่า อินโนเทค จำกัด (สำนักงานใหญ่),,Success,Successfully imported,4
2025-05-06 13:57:25,BGD-000001,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),,Success,Successfully imported,5
2025-05-06 13:57:26,BGD-000002,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),,Success,Successfully imported,6
2025-05-06 13:57:27,BGD-000003,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),,Success,Successfully imported,7
2025-05-06 13:57:29,BGD-000004,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),,Success,Successfully imported,8
2025-05-06 13:57:30,BGD-000635,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),,Success,Successfully imported,9
2025-05-06 13:57:31,BRO-000001,บริษัท ไอดอล ซิสเท่ม จำกัด (สำนักงานใหญ่),,Success,Successfully imported,10
2025-05-06 13:57:32,BGD-000881,"MIROTONE (THAILAND) CO., LTD.",,Success,Successfully imported,11
2025-05-06 13:57:33,BGD-000930,"MIROTONE (THAILAND) CO., LTD.",,Success,Successfully imported,12
2025-05-06 13:57:35,BGD-000935,บริษัท พี.เอส.เอ็ม.ฮาร์ดแวร์ จำกัด (สำนักงานใหญ่),,Success,Successfully imported,13
2025-05-06 13:57:36,BRO-000350,บริษัท พี.เอส.เอ็ม.ฮาร์ดแวร์ จำกัด (สำนักงานใหญ่),,Success,Successfully imported,14
2025-05-06 13:57:37,BRO-000057,บริษัท บัณฑิต แอนด์ แมชชีน สเปค จำกัด (สำนักงานใหญ่),,Success,Successfully imported,15
2025-05-06 13:57:38,BGD-000838,บริษัท เอส.เอส.โซลูชั่น จำกัด (สำนักงานใหญ่),,Success,Successfully imported,16
